"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"change"
"hsa-miR-4762-3p"	-0.0970329016821384	0.954365008313885	0.367860509426379	0.544172789644659	0.715747269203211	"NOT"
"hsa-miR-30e-3p"	0.0675786430850403	0.946415902973119	0.367121777602392	0.544577341147287	0.715858280308838	"NOT"
"hsa-miR-6076"	0.0209569647177178	0.938592530960303	0.364616487222928	0.545953468409095	0.717245567193147	"NOT"
"hsa-miR-5089-3p"	0.0910979543538491	0.954589937336993	0.362992252392871	0.546849093315515	0.717731977719814	"NOT"
"hsa-miR-6764-3p"	0.0609578459186961	0.944307190005358	0.362781159558992	0.546965693217605	0.717731977719814	"NOT"
"hsa-miR-4430"	0.0568349159790756	0.943422003686531	0.360272910297141	0.548354707176813	0.718879978322293	"NOT"
"hsa-miR-6748-3p"	0.0206971317566915	0.938594243488335	0.360040828491343	0.5484835612781	0.718879978322293	"NOT"
"hsa-miR-3622b-3p"	0.0887400898598342	0.953712012182794	0.358075225007809	0.549577154275777	0.719891339754327	"NOT"
"hsa-miR-6804-3p"	0.124642355302343	1.00629222949003	0.35445767027187	0.551600533236484	0.722118730864624	"NOT"
"hsa-miR-6503-3p"	-0.110985539007008	0.968895949628011	0.352789069619064	0.552538535837368	0.722923444196814	"NOT"
"hsa-miR-342-3p"	0.0201837458115933	0.938385061823035	0.351267207159136	0.553396669947835	0.723336173429775	"NOT"
"hsa-miR-4665-5p"	0.0201849059207797	0.938572822484019	0.351082519800016	0.553500980652211	0.723336173429775	"NOT"
"hsa-miR-548b-3p"	0.0460199452611738	0.941469968702595	0.348861441077545	0.554758349298105	0.723768703249357	"NOT"
"hsa-miR-7-1-3p"	0.0200276643339153	0.938450298497425	0.348470418288812	0.554980268844342	0.723768703249357	"NOT"
"hsa-miR-664b-3p"	0.0613095679592911	0.944595943636573	0.348236026038848	0.55511337540581	0.723768703249357	"NOT"
"hsa-miR-6785-3p"	0.0200221408634999	0.938567623754267	0.348212548541138	0.555126711123724	0.723768703249357	"NOT"
"hsa-miR-6768-3p"	0.0198903400531272	0.938410845979004	0.346110361627268	0.556323261877707	0.724706159356608	"NOT"
"hsa-miR-6767-5p"	0.0198592261460292	0.938536188338999	0.345380242186089	0.556739985647612	0.724706159356608	"NOT"
"hsa-miR-6077"	0.0198278179549946	0.938436205911041	0.344969616311968	0.556974615353296	0.724706159356608	"NOT"
"hsa-miR-6819-3p"	0.0198077531092625	0.938389497944928	0.344676582924116	0.557142168127911	0.724706159356608	"NOT"
"hsa-miR-7856-5p"	0.122924390063182	1.01088587670668	0.342262402489268	0.55852622235214	0.726084089057782	"NOT"
"hsa-miR-5583-3p"	0.0196367353415593	0.938504653025101	0.341492924609486	0.558968742590423	0.726237134475413	"NOT"
"hsa-miR-602"	0.0194749338092017	0.938404498954538	0.338780679711089	0.560533883627095	0.727529378546812	"NOT"
"hsa-miR-6788-5p"	0.0889426519972373	0.955283664902388	0.338642068668207	0.560614096259462	0.727529378546812	"NOT"
"hsa-miR-3165"	0.0840595061643376	0.96170003778267	0.334879726469751	0.562799758094312	0.728874633813099	"NOT"
"hsa-miR-4324"	0.056502840591257	0.943733901500697	0.334486493954685	0.563029144194683	0.728874633813099	"NOT"
"hsa-miR-4735-5p"	0.0497880371587491	0.942646023381182	0.334442597913053	0.563054761434131	0.728874633813099	"NOT"
"hsa-miR-661"	0.0192097585892904	0.938540582411393	0.333964159895711	0.563334118089872	0.728874633813099	"NOT"
"hsa-miR-3160-5p"	-0.13209685782557	0.97339939610891	0.333819860683263	0.563418425798819	0.728874633813099	"NOT"
"hsa-miR-554"	0.101672930141005	0.959072632021621	0.332848260031625	0.563986723096139	0.728874633813099	"NOT"
"hsa-miR-525-3p"	0.0867584253698954	0.954786179204659	0.33280327579152	0.564013061520224	0.728874633813099	"NOT"
"hsa-miR-3675-5p"	0.119402044231832	1.06948382337997	0.332242410798244	0.564341649209161	0.728874633813099	"NOT"
"hsa-miR-6756-3p"	0.0347745446589897	0.940084460889596	0.331594614788926	0.564721626351165	0.728874633813099	"NOT"
"hsa-miR-100-3p"	0.0190491987387688	0.938428620749943	0.331273035465006	0.564910438460689	0.728874633813099	"NOT"
"hsa-miR-4640-3p"	0.0188457669357227	0.938485553658584	0.327627832256738	0.56705925630363	0.73081974575808	"NOT"
"hsa-miR-126-3p"	0.0188260498670906	0.938267201058757	0.327606848157814	0.567071672133394	0.73081974575808	"NOT"
"hsa-miR-628-5p"	0.0187827810100172	0.938312870845231	0.326802029118831	0.567548264712852	0.731012626669318	"NOT"
"hsa-miR-128-3p"	0.120371408688497	1.0083164735273	0.325159282491882	0.568523477454992	0.731541044538258	"NOT"
"hsa-miR-548aq-5p"	0.0186964097441304	0.938501505804789	0.325009006647736	0.568612851255587	0.731541044538258	"NOT"
"hsa-miR-23c"	0.0975565005663255	0.965659373931709	0.317820728700838	0.572920259861445	0.736383278702173	"NOT"
"hsa-miR-212-5p"	0.0640724990010776	2.52385711415593	0.317630219966077	0.573035288435501	0.736383278702173	"NOT"
"hsa-miR-20a-3p"	-0.152412022876309	0.992529396170563	0.316148079123764	0.573931756083785	0.736740532647065	"NOT"
"hsa-miR-6814-3p"	-0.0255259403726215	0.938139978077933	0.315575286510761	0.574278948767179	0.736740532647065	"NOT"
"hsa-miR-6846-3p"	0.0454640900581372	0.94228673930272	0.315537667228327	0.574301765833557	0.736740532647065	"NOT"
"hsa-miR-1304-3p"	0.0179806000790308	0.938533548494518	0.312420414781197	0.57619870625243	0.738750176135569	"NOT"
"hsa-miR-6805-3p"	0.0577792965232288	0.943840447051891	0.309072516242765	0.578249884817964	0.740955153268176	"NOT"
"hsa-miR-6797-3p"	-0.102583988639706	0.969344152775595	0.307428048723466	0.579262742446999	0.741827887807268	"NOT"
"hsa-miR-3605-3p"	0.017607190701233	0.938310994158528	0.306088828469246	0.58009021269322	0.742462344351482	"NOT"
"hsa-miR-153-5p"	-0.0663985997124142	8.04643411824686	0.30464302063433	0.580986198976053	0.743183719056324	"NOT"
"hsa-miR-6757-3p"	0.0174309978749849	0.938359007906282	0.302921751204014	0.582056516553198	0.743962147973682	"NOT"
"hsa-miR-4704-5p"	0.0397721072444738	0.941234954947639	0.301979615223686	0.582644033234018	0.743962147973682	"NOT"
"hsa-miR-6759-5p"	0.0173655487856999	0.938431390241305	0.301706826882434	0.582814366999977	0.743962147973682	"NOT"
"hsa-miR-4473"	0.11551481114398	1.01526400379823	0.30152874479279	0.582925618626964	0.743962147973682	"NOT"
"hsa-miR-1206"	-0.115621145724436	1.07929438451874	0.299706394130453	0.584066543828247	0.744993035938368	"NOT"
"hsa-miR-5192"	0.0318123654615909	0.939894488126304	0.299075765276825	0.584462413838322	0.7450729517346	"NOT"
"hsa-miR-374a-3p"	0.0657741898528688	0.948074074145066	0.296312453113771	0.586203470381158	0.746631114832398	"NOT"
"hsa-miR-4708-3p"	0.0170396768552789	0.938367108505568	0.296076660078455	0.586352521308448	0.746631114832398	"NOT"
"hsa-miR-34c-5p"	0.0169968267498874	0.938372648640495	0.295295332990033	0.586846968923658	0.746788897998857	"NOT"
"hsa-miR-4797-5p"	-0.0856496192339571	0.953449703553123	0.29482597276089	0.587144401915023	0.746788897998857	"NOT"
"hsa-miR-5189-5p"	0.0167258286253496	0.938447557240282	0.290469180271511	0.589920025327657	0.749892653003207	"NOT"
"hsa-miR-4664-3p"	0.0164771566310128	0.938322817924125	0.286238015840727	0.592641445867184	0.752924018726718	"NOT"
"hsa-miR-4647"	-0.0807938197101646	0.954790126575813	0.282958731660472	0.594768484380223	0.75519723513582	"NOT"
"hsa-miR-6793-5p"	-0.0928279838916278	0.961366698741426	0.281986883046073	0.595401890663164	0.75525940749293	"NOT"
"hsa-miR-671-3p"	0.0310499916354487	0.939890165730342	0.281759602523728	0.595550223523871	0.75525940749293	"NOT"
"hsa-miR-6864-3p"	0.0969810699874646	0.968492170675706	0.281330065700757	0.595830766913027	0.75525940749293	"NOT"
"hsa-miR-6752-3p"	0.0161125721172929	0.938235213271696	0.279961070567836	0.596726733588405	0.755966558812279	"NOT"
"hsa-miR-4715-5p"	0.0661505464468085	0.948597788847883	0.277880324244506	0.598093904740309	0.75726951925217	"NOT"
"hsa-miR-19a-3p"	-0.0426026410740704	0.940187274751687	0.276467959268089	0.59902564202767	0.757961808853872	"NOT"
"hsa-miR-454-5p"	0.0158851245795341	0.93817972777778	0.276024770979927	0.599318639558876	0.757961808853872	"NOT"
"hsa-miR-29a-3p"	0.0157453038078115	0.938208453301366	0.273557154631991	0.600955522809376	0.759602345393875	"NOT"
"hsa-miR-6080"	0.0156301300192461	0.938405993791928	0.271331217469786	0.602440175204643	0.760891897153391	"NOT"
"hsa-miR-6812-3p"	0.0552379940462579	0.9448363600809	0.27100810370122	0.602656328201545	0.760891897153391	"NOT"
"hsa-miR-514a-5p"	0.156390785545208	1.30680082240275	0.268507510725613	0.604334708225842	0.762580365458794	"NOT"
"hsa-let-7f-5p"	0.0947398899893272	12.9019603301199	0.266859532290084	0.605446247090076	0.763138950290503	"NOT"
"hsa-miR-513b-3p"	0.107330477303147	1.0647256344737	0.26683922349622	0.605459972189335	0.763138950290503	"NOT"
"hsa-miR-4474-5p"	0.107859287257657	1.04985880219499	0.264772419261305	0.606860233692351	0.764127065021444	"NOT"
"hsa-miR-6796-5p"	0.0152415672996495	0.938253960350163	0.264673535675355	0.606927400482149	0.764127065021444	"NOT"
"hsa-miR-4433b-3p"	-0.0190699633300742	0.937880390802275	0.26287961001956	0.608148690461606	0.765233805217868	"NOT"
"hsa-miR-25-3p"	0.0462673194243096	0.942745637626082	0.260362506188997	0.609871217551203	0.766969652668442	"NOT"
"hsa-miR-4725-3p"	0.0148955134687697	0.938137228504988	0.258751028538395	0.610979516097853	0.767931533442833	"NOT"
"hsa-miR-5586-5p"	-0.0360995731626643	0.939613817219708	0.2551049324844	0.613503255622296	0.770670381781715	"NOT"
"hsa-miR-409-5p"	0.0401197160972445	0.941792338812333	0.253004657129168	0.61496730731526	0.772075743490691	"NOT"
"hsa-miR-5681a"	-0.0466352119418318	0.941297287072536	0.251384312487446	0.616102022849706	0.772862839468395	"NOT"
"hsa-miR-7852-3p"	0.0744862969241552	0.953420292617977	0.251122882359851	0.616285528967866	0.772862839468395	"NOT"
"hsa-miR-5571-5p"	0.0144167540704179	0.938170898360838	0.250317970554875	0.6168512735728	0.773138703872635	"NOT"
"hsa-miR-376c-3p"	0.0143227194181614	0.938054647137797	0.248799901891424	0.617921373858879	0.773341122957999	"NOT"
"hsa-miR-6726-5p"	0.0604916071259096	0.947503626094179	0.248749325100974	0.617957096008196	0.773341122957999	"NOT"
"hsa-miR-6803-5p"	0.0931510462412214	0.970709139627292	0.248132506654429	0.618393117300796	0.773341122957999	"NOT"
"hsa-miR-4792"	0.0142810211266732	0.938030656591486	0.248128133527596	0.618396211023659	0.773341122957999	"NOT"
"hsa-miR-187-3p"	0.0925306797098645	0.97364074118286	0.246172004925455	0.619783478334574	0.774414135785813	"NOT"
"hsa-miR-3692-3p"	-0.0155809311310199	0.937697027875753	0.245942184139814	0.619946915499377	0.774414135785813	"NOT"
"hsa-miR-4537"	0.0140881155088002	0.938199015135444	0.244506963145891	0.620969731611778	0.775258693402532	"NOT"
"hsa-miR-4775"	0.0139877212847095	0.93829734848693	0.242664790643126	0.62228805278041	0.776165887779764	"NOT"
"hsa-miR-4787-5p"	0.0139700770754351	0.938132296226565	0.242521823509273	0.622390624682074	0.776165887779764	"NOT"
"hsa-miR-4433a-3p"	0.0138492663080949	0.938093266209194	0.240450497313711	0.623880931078552	0.777131350178101	"NOT"
"hsa-miR-6846-5p"	0.0138455642150917	0.938167884253604	0.240300305823267	0.623989302191257	0.777131350178101	"NOT"
"hsa-miR-1914-5p"	0.0453748320612063	2.70275497337111	0.239599354452139	0.62449563191721	0.777131350178101	"NOT"
"hsa-miR-766-3p"	0.0137688478709711	0.938053316325439	0.23910001556748	0.624856887833659	0.777131350178101	"NOT"
"hsa-miR-6752-5p"	-0.0726152253492493	0.951319205931727	0.239036905226584	0.624902579436595	0.777131350178101	"NOT"
"hsa-miR-6792-3p"	-0.0997429516254207	1.04404350932005	0.236379536335562	0.626833320903978	0.779041933039151	"NOT"
"hsa-miR-670-3p"	-0.02931737589319	0.938739124794011	0.235964988065049	0.627135724271231	0.779041933039151	"NOT"
"hsa-miR-4649-3p"	0.0135626509727893	0.938230483424005	0.235284674082349	0.627632709849065	0.77922639601472	"NOT"
"hsa-miR-4520-3p"	0.0766376619313325	0.95801274171372	0.234115188015863	0.628489125489601	0.779856650718506	"NOT"
"hsa-miR-6765-3p"	-0.0335090021169362	0.939542628283911	0.233558184658087	0.628897947862046	0.779931121142283	"NOT"
"hsa-miR-7156-5p"	0.0930225284818345	1.13830911685263	0.233045419069867	0.629274833098698	0.779965923951601	"NOT"
"hsa-miR-6845-3p"	-0.0842631195911336	0.963087785125084	0.232439879316416	0.629720566749451	0.780081180140634	"NOT"
"hsa-miR-1199-3p"	-0.101722566340557	1.00037124579611	0.231971852519678	0.630065568575128	0.780081180140634	"NOT"
"hsa-miR-658"	0.0132086861003616	0.93804205330386	0.229293476936006	0.632048200212704	0.782102808896296	"NOT"
"hsa-miR-139-5p"	0.01315248926586	0.938077912711118	0.228266198227979	0.632812406996479	0.782615344050955	"NOT"
"hsa-miR-6070"	0.0130361163910928	0.938042020818081	0.226277117544138	0.634298136088203	0.783956621636419	"NOT"
"hsa-miR-708-3p"	-0.0202053308667731	0.937932421310806	0.22540848076401	0.634949470839321	0.783956621636419	"NOT"
"hsa-miR-653-3p"	-0.0680376385492325	0.950265484554614	0.224940850952009	0.635300753330056	0.783956621636419	"NOT"
"hsa-miR-4519"	-0.0408372435169405	0.940781123612864	0.224169246106172	0.635881360344341	0.783956621636419	"NOT"
"hsa-miR-6781-5p"	0.0410277959507653	0.942099915546459	0.224022390514619	0.635992002822551	0.783956621636419	"NOT"
"hsa-miR-378f"	0.0128704967952524	0.938041755137209	0.223409102906995	0.636454540206589	0.783956621636419	"NOT"
"hsa-miR-4663"	0.0128673141530897	0.93807423460948	0.223277150117744	0.636554159626117	0.783956621636419	"NOT"
"hsa-miR-3144-3p"	0.0128542082051966	0.938047787599395	0.223081677900355	0.636701800041027	0.783956621636419	"NOT"
"hsa-miR-4662a-5p"	0.0128325103131597	0.938171298308227	0.222561648300783	0.637094964634863	0.784008993353634	"NOT"
"hsa-miR-4677-3p"	0.0310084535796438	0.940250168227219	0.219681646844506	0.63928259461211	0.786268361690142	"NOT"
"hsa-miR-6886-3p"	0.0126267543356552	0.938091572269306	0.219046248899659	0.63976759166677	0.786432289701428	"NOT"
"hsa-miR-6758-5p"	-0.0306698960253122	0.939385092004035	0.217193335086293	0.641186828172769	0.786876328703053	"NOT"
"hsa-miR-6882-3p"	-0.0158387446755555	0.937756514175139	0.217084266036817	0.641270598804278	0.786876328703053	"NOT"
"hsa-miR-4713-5p"	0.0524214770723019	0.945938777029698	0.216863178963493	0.641440483641211	0.786876328703053	"NOT"
"hsa-miR-5002-3p"	-0.0568656319522125	0.945670580118696	0.216738323330475	0.641536470136702	0.786876328703053	"NOT"
"hsa-miR-378d"	0.0123432832036956	0.937998961727002	0.214202946653149	0.643492934020417	0.788671950453985	"NOT"
"hsa-miR-652-5p"	0.0123168925966815	0.938236687771666	0.213497447238598	0.644039843041548	0.788671950453985	"NOT"
"hsa-miR-370-5p"	0.0123024534629784	0.938036216337475	0.213473303967293	0.644058578501331	0.788671950453985	"NOT"
"hsa-miR-518a-3p"	0.0809843543843081	0.966586367244631	0.209765920180331	0.64695093523052	0.791378020918867	"NOT"
"hsa-miR-5001-3p"	0.0120975484687079	0.938172012635132	0.209733573004701	0.646976306905049	0.791378020918867	"NOT"
"hsa-miR-548am-3p"	0.0120505682998079	0.938100078545847	0.208974051661132	0.647572722807916	0.791674471404319	"NOT"
"hsa-miR-629-5p"	-0.0311814391118657	0.939552246524765	0.207911441165614	0.648409343136703	0.79226409358124	"NOT"
"hsa-miR-548ak"	0.0637225799676226	0.952063003467723	0.207286695523976	0.648902427440042	0.792433548747097	"NOT"
"hsa-miR-4697-5p"	0.0118627056955368	0.938070458694328	0.205715526726216	0.650146459216218	0.793519368344685	"NOT"
"hsa-miR-7114-5p"	-0.0181669755275366	0.937981789299337	0.204748092048598	0.650915313795375	0.793900196171858	"NOT"
"hsa-miR-4670-3p"	0.0248576913890845	0.939486426735447	0.204430005207328	0.651168586663322	0.793900196171858	"NOT"
"hsa-miR-4491"	0.0116937113981068	0.938020780376248	0.20284855151594	0.652431335578087	0.794943372053831	"NOT"
"hsa-miR-181a-3p"	-0.025750794971762	0.938496130318601	0.202469028222886	0.652735255407349	0.794943372053831	"NOT"
"hsa-miR-3120-3p"	0.0931171972254996	1.00276161109748	0.200567493718722	0.654263170868171	0.795576680667686	"NOT"
"hsa-miR-6512-3p"	0.0388192683315225	0.942397898678686	0.200421739574153	0.654380645143884	0.795576680667686	"NOT"
"hsa-miR-6870-5p"	-0.0733634370944965	0.958102481758712	0.20016028786506	0.654591497376611	0.795576680667686	"NOT"
"hsa-miR-3667-5p"	-0.0878116309158865	0.977931553902483	0.200052484988532	0.654678484985931	0.795576680667686	"NOT"
"hsa-let-7f-1-3p"	-0.0213073328408799	0.938337688873872	0.199063661815643	0.655477695055292	0.796115223326254	"NOT"
"hsa-miR-556-5p"	-0.118579122078195	1.17251755882835	0.19600104841993	0.657968233507854	0.798343563897042	"NOT"
"hsa-miR-5090"	0.0112611784076881	0.938068444757667	0.19522164895012	0.65860575808192	0.798343563897042	"NOT"
"hsa-miR-4708-5p"	0.0488312914914338	3.02730309713613	0.195118400081356	0.658690326495073	0.798343563897042	"NOT"
"hsa-miR-3680-5p"	0.0881381004715797	0.986564258750828	0.195057095020047	0.658740552500019	0.798343563897042	"NOT"
"hsa-miR-6742-5p"	0.0457803419163898	0.944525546408111	0.194439984127285	0.659246665183349	0.798524129658704	"NOT"
"hsa-miR-6861-5p"	0.042800137362638	0.943538835671869	0.19201609614872	0.66124390878091	0.800124498542951	"NOT"
"hsa-miR-6731-3p"	0.043957928293137	0.943607442349013	0.191921859328488	0.661321861206464	0.800124498542951	"NOT"
"hsa-miR-6771-5p"	-0.0714757700035163	0.955126117714007	0.191535841604491	0.661641412256671	0.800124498542951	"NOT"
"hsa-miR-571"	-0.113604348761305	1.09872922793657	0.190926983496638	0.662146214558058	0.800302127433414	"NOT"
"hsa-miR-3616-3p"	-0.0891671128076686	1.04268167140056	0.18779057386098	0.664761900660605	0.803029502904978	"NOT"
"hsa-miR-151b"	0.0107775794084816	0.937980482353924	0.186854275666636	0.665547775173076	0.803544722077212	"NOT"
"hsa-miR-6735-5p"	0.0409550746652336	0.943401408858509	0.18633789105634	0.665982198750834	0.803635292178556	"NOT"
"hsa-miR-99b-3p"	0.0106427303903791	0.938050652483778	0.184438534121069	0.667586258983928	0.80495184435084	"NOT"
"hsa-miR-3120-5p"	0.0502751255704272	2.48232576098233	0.184194295868338	0.667793234020933	0.80495184435084	"NOT"
"hsa-miR-3664-3p"	0.0105639789685845	0.937909405843215	0.183209829459607	0.668629152637307	0.805525207595377	"NOT"
"hsa-miR-9-3p"	0.0104121713389887	0.937884405062825	0.180583867615532	0.67087195339334	0.807791969729407	"NOT"
"hsa-miR-5004-3p"	-0.0477155987385036	0.944545432111988	0.179135686644045	0.672117072270767	0.808855637027682	"NOT"
"hsa-miR-6770-3p"	0.0847978125550799	1.10499872699155	0.178358655462716	0.672787596937323	0.809227039672863	"NOT"
"hsa-miR-5587-5p"	0.0101942391957609	0.937806106859693	0.176911799790041	0.674040734492954	0.810298431358197	"NOT"
"hsa-miR-584-3p"	0.0101236796614279	0.937792279063084	0.17569313565768	0.675100920423151	0.810566344712527	"NOT"
"hsa-miR-7847-3p"	0.0101114041804749	0.937793387212782	0.175512144408717	0.675258743501413	0.810566344712527	"NOT"
"hsa-miR-4644"	0.0839492061784328	0.985545953529044	0.17521503600301	0.675518027439801	0.810566344712527	"NOT"
"hsa-miR-3607-5p"	0.0578562811297066	0.950935163895511	0.174991099751139	0.675713625466972	0.810566344712527	"NOT"
"hsa-miR-548aj-3p"	0.00999292385380041	0.937872292084611	0.173309191415498	0.677187415685792	0.811898692479051	"NOT"
"hsa-miR-6889-3p"	0.00992445083564989	0.937923923361485	0.172012509512438	0.678329385466383	0.812831996732494	"NOT"
"hsa-miR-4658"	0.0849845528186964	0.996402215961687	0.170214753305061	0.679921020131752	0.814302839322227	"NOT"
"hsa-miR-3944-5p"	0.00967406246029214	0.937899509930182	0.167672683831649	0.682188504190318	0.816581100304899	"NOT"
"hsa-miR-7108-3p"	-0.0820990181244477	0.988281887057187	0.167186025407716	0.682624881153511	0.816666256960541	"NOT"
"hsa-miR-6856-5p"	0.0566675042711077	0.950793164267041	0.163885706472712	0.685603948404443	0.81979167306542	"NOT"
"hsa-miR-4800-5p"	-0.00888196186262113	0.937511178182726	0.163314777957	0.686122837654172	0.819973631744911	"NOT"
"hsa-miR-4498"	0.00924709594392165	0.937809593946393	0.160334654859176	0.688848594998717	0.822543329959317	"NOT"
"hsa-miR-4788"	-0.0276049235240448	0.939733246179065	0.159396477133868	0.689712774326271	0.822543329959317	"NOT"
"hsa-miR-378a-5p"	0.00919240990229823	0.937866890225596	0.159321365732318	0.689782088714427	0.822543329959317	"NOT"
"hsa-miR-4700-5p"	-0.0427859556312175	0.943333461155059	0.159188094081102	0.689905121245868	0.822543329959317	"NOT"
"hsa-miR-6802-3p"	0.0710839506268901	0.964711573880629	0.158665520845943	0.690388122540072	0.822543329959317	"NOT"
"hsa-miR-32-3p"	0.0466610255294353	0.946546099012192	0.15808991211459	0.690921211042675	0.822543329959317	"NOT"
"hsa-miR-4666a-5p"	0.00909084036486702	0.93777283463405	0.157661939258571	0.691318298459589	0.822543329959317	"NOT"
"hsa-miR-514a-3p"	-0.0598532667435573	0.952282389186903	0.15743210052014	0.691531808021854	0.822543329959317	"NOT"
"hsa-miR-5702"	0.00906990723577309	0.937731643014396	0.157376121397535	0.691583837353987	0.822543329959317	"NOT"
"hsa-miR-373-3p"	0.0089670358119053	0.937844933189679	0.155398399446092	0.693428929101059	0.824299354316836	"NOT"
"hsa-miR-181d-5p"	0.0764582120062278	1.28252092778628	0.154222392039742	0.694532510272517	0.824937853222666	"NOT"
"hsa-miR-549a"	-0.0148039942981802	0.938005830827305	0.153719979286972	0.695005461912439	0.824937853222666	"NOT"
"hsa-miR-6891-5p"	0.0404929763987027	0.944626857256802	0.153255080057846	0.695443894764184	0.824937853222666	"NOT"
"hsa-miR-6828-3p"	0.00881961100469532	0.937873689145205	0.152810252602643	0.695864117052851	0.824937853222666	"NOT"
"hsa-miR-6874-5p"	0.00878168918604487	0.937805442394345	0.152209146444122	0.69643309532752	0.824937853222666	"NOT"
"hsa-miR-302c-3p"	-0.0645590333093436	0.957436149565308	0.152175479553449	0.696465001049437	0.824937853222666	"NOT"
"hsa-miR-548as-3p"	-0.0672845867990428	0.960717819128612	0.152087287640427	0.696548598785507	0.824937853222666	"NOT"
"hsa-miR-30c-5p"	0.075616778331721	13.049951139414	0.151305273268292	0.697291100234724	0.82538004241654	"NOT"
"hsa-miR-5703"	0.0256362680628786	0.940428423305854	0.149919633544741	0.698612171187516	0.826506251203855	"NOT"
"hsa-miR-600"	0.00862649678820703	0.937876952337242	0.149414843903592	0.699095182686217	0.826640311203798	"NOT"
"hsa-miR-4634"	0.00855884051306649	0.937842046019619	0.148276458243041	0.700187907646438	0.827399046504827	"NOT"
"hsa-miR-937-3p"	0.0628369132157127	1.30919803293899	0.14797620415959	0.700476920855831	0.827399046504827	"NOT"
"hsa-miR-3189-3p"	0.0425928866262097	0.945391682841077	0.147405829919848	0.701026869904473	0.827611447257868	"NOT"
"hsa-miR-4684-3p"	0.00837132171569148	0.937706032006802	0.145210038908466	0.703155499724665	0.829686383843984	"NOT"
"hsa-miR-222-5p"	-0.0403710660025175	6.9349272383832	0.144358895862979	0.703985565684634	0.829971882050329	"NOT"
"hsa-miR-3150a-5p"	0.0505917388246734	1.57111449291469	0.144201029768737	0.704139830165239	0.829971882050329	"NOT"
"hsa-miR-489-5p"	0.0474420193394515	0.948461297511542	0.143616147640586	0.704712212147202	0.830208907461087	"NOT"
"hsa-miR-18a-3p"	0.00825825783193548	0.937871404142174	0.143006687548139	0.70531006669156	0.830227650958822	"NOT"
"hsa-miR-3529-5p"	0.00821851163177121	0.937775620377338	0.142420550759567	0.705886417252328	0.830227650958822	"NOT"
"hsa-miR-4735-3p"	0.03855235696244	0.944297617490137	0.142339169482838	0.705966546837576	0.830227650958822	"NOT"
"hsa-miR-449b-5p"	0.023509568274328	0.939795054899355	0.142088704492195	0.7062133238478	0.830227650958822	"NOT"
"hsa-miR-580-3p"	0.00814323851210403	0.937927900796682	0.140955778918316	0.707332681544712	0.83110660847818	"NOT"
"hsa-miR-6836-3p"	0.00784089797235984	0.937673906255758	0.136003964934256	0.7122863804731	0.8364875770682	"NOT"
"hsa-miR-4436a"	0.0078084188747558	0.937777102040408	0.135266380884879	0.713032971998585	0.83692479023036	"NOT"
"hsa-let-7a-5p"	-0.127028843312562	15.1275934605441	0.134201622778036	0.714114819954049	0.837754846493837	"NOT"
"hsa-miR-4691-3p"	0.0680104778154401	0.968346162554524	0.133555547700553	0.714773639503588	0.83776124897422	"NOT"
"hsa-miR-183-3p"	0.0270413309846704	0.940830161314402	0.13346157455473	0.714869616745444	0.83776124897422	"NOT"
"hsa-miR-550a-3-5p"	0.00767476621583192	0.937790193245141	0.13292014908458	0.715423336159889	0.837970968912263	"NOT"
"hsa-miR-4654"	0.00759996561863422	0.937699838271005	0.131741271469773	0.716633417028978	0.838948858888374	"NOT"
"hsa-miR-605-5p"	0.0381327898828884	0.943923283795761	0.13103362077014	0.717362743673129	0.839300465510349	"NOT"
"hsa-miR-4488"	-0.0205130310396165	0.938666562364467	0.130722134806874	0.717684476769136	0.839300465510349	"NOT"
"hsa-miR-6798-3p"	0.0745985807164648	0.998075466665099	0.130176528485606	0.718249078333226	0.839521661867796	"NOT"
"hsa-miR-4732-3p"	0.0774792287763743	1.0727866519693	0.128507017082143	0.719985064702174	0.840100768254021	"NOT"
"hsa-miR-3680-3p"	0.0640731310929126	0.966676099586679	0.128458644127164	0.720035552967081	0.840100768254021	"NOT"
"hsa-miR-6828-5p"	0.00739970819273618	0.93780998009597	0.128105366060643	0.720404605253036	0.840100768254021	"NOT"
"hsa-miR-4697-3p"	0.0729763148711846	0.991284031347474	0.128035998280723	0.720477137780117	0.840100768254021	"NOT"
"hsa-miR-93-3p"	-0.019321403142085	0.938572596513542	0.127437414040362	0.721103953875011	0.840100768254021	"NOT"
"hsa-miR-7705"	-0.0637858235236639	0.965996336162592	0.126999820828416	0.721563236810711	0.840100768254021	"NOT"
"hsa-miR-383-3p"	0.0484950785271823	0.950110268319964	0.126894686568107	0.721673714972248	0.840100768254021	"NOT"
"hsa-miR-3167"	0.0625523785588958	0.96494456276637	0.126789223810562	0.72178459015642	0.840100768254021	"NOT"
"hsa-miR-3678-5p"	-0.0675297141589606	0.973526681835876	0.12646481549848	0.722125973427651	0.840100768254021	"NOT"
"hsa-miR-6516-3p"	0.00723477418880311	0.937812480534644	0.125230676527885	0.723429216251214	0.841026316178593	"NOT"
"hsa-miR-4740-3p"	-0.0327656166470071	0.941567610043773	0.124735869222761	0.723953758749866	0.841026316178593	"NOT"
"hsa-miR-4796-5p"	0.0072012179782266	0.937813565555121	0.124645262833802	0.72404993678166	0.841026316178593	"NOT"
"hsa-miR-5683"	-0.0163128066634475	0.938272992601089	0.123159743231934	0.725632443083147	0.842426865386249	"NOT"
