"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"change"
"hsa-miR-423-5p"	0.732739793148768	8.65195930587034	22.3560095595712	2.26503160987716e-06	1.12645273349736e-05	"NOT"
"hsa-miR-4668-3p"	-0.898007772624511	0.999251328540979	22.35433174837	2.26701131517805e-06	1.12645273349736e-05	"NOT"
"hsa-miR-486-5p"	0.873122711049426	1.87097206997377	22.3017239327939	2.32997341852931e-06	1.1551708567254e-05	"NOT"
"hsa-miR-483-3p"	0.972662476159303	1.19532723261075	22.2917805187284	2.3420695653288e-06	1.15859901506089e-05	"NOT"
"hsa-miR-1231"	0.666623020396256	1.85773241240096	22.2434504097439	2.40176639987696e-06	1.1855076534492e-05	"NOT"
"hsa-miR-3178"	0.56589219028771	4.40517161896052	22.2290529390104	2.41984337695705e-06	1.1917995134088e-05	"NOT"
"hsa-miR-202-5p"	-0.442553338487382	4.70529688354751	22.1800391623026	2.48241296358534e-06	1.21887615135411e-05	"NOT"
"hsa-miR-4458"	1.1207924953976	1.03082687605315	22.1774813595607	2.48572238379908e-06	1.21887615135411e-05	"UP"
"hsa-miR-548s"	-0.844200857232446	2.35926743757972	22.0808897861143	2.61399125693569e-06	1.27793942410649e-05	"NOT"
"hsa-miR-4533"	1.06380396482988	1.06108381812468	22.0782386033985	2.61760400823243e-06	1.27793942410649e-05	"UP"
"hsa-miR-573"	2.09123452282399	1.36663920220903	22.0634154070885	2.6378959927916e-06	1.28504040084575e-05	"UP"
"hsa-miR-3168"	-0.752699340861417	1.33420786413548	21.9864811313016	2.74577702958668e-06	1.33468639959909e-05	"NOT"
"hsa-miR-584-5p"	1.36878442394208	1.10997593449586	21.838027075877	2.96661945109181e-06	1.43890696152739e-05	"UP"
"hsa-miR-10a-5p"	-1.7978136954667	16.5270895496156	21.7464591832232	3.11163631174998e-06	1.50597809373874e-05	"DOWN"
"hsa-miR-99b-5p"	-0.717790691636403	1.26579471144259	21.4863575660307	3.56354864949214e-06	1.72097079487353e-05	"NOT"
"hsa-miR-6784-5p"	1.0556558670422	1.12534091670075	21.3925131238427	3.74229679122169e-06	1.80339991921804e-05	"UP"
"hsa-miR-151a-5p"	-1.34940416340678	1.91606923125311	21.2860597719509	3.95597916090284e-06	1.90227299005995e-05	"DOWN"
"hsa-miR-1245a"	1.19761938700298	1.07238213728809	21.2274656129875	4.07877553820941e-06	1.957112039364e-05	"UP"
"hsa-let-7e-5p"	0.377659172766409	10.2195840354042	21.189436296889	4.16051366863948e-06	1.99205750815372e-05	"NOT"
"hsa-miR-4759"	-0.844312553320154	1.0601874995518	21.1216608680976	4.31028340753786e-06	2.05566727862718e-05	"NOT"
"hsa-miR-4417"	1.05582602904486	1.1406588978092	21.1210076407643	4.31175292341748e-06	2.05566727862718e-05	"UP"
"hsa-miR-519e-3p"	-0.821592701420468	1.09819256550172	21.1145028691901	4.32641367253689e-06	2.05826829187074e-05	"NOT"
"hsa-miR-92a-3p"	-0.926205646762072	1.03215057602687	21.0333211956923	4.51364843120364e-06	2.14278511511069e-05	"NOT"
"hsa-miR-3187-5p"	-0.292501061843607	5.93726471564037	20.9970388426093	4.59993777317268e-06	2.1791230637318e-05	"NOT"
"hsa-miR-1288-3p"	0.88204905787849	1.28986403469556	20.8976826914242	4.84480338584642e-06	2.29027069149104e-05	"NOT"
"hsa-miR-1181"	-0.397750646919705	4.86100401310538	20.7719928419383	5.17340257968191e-06	2.44044898062632e-05	"NOT"
"hsa-miR-4673"	0.729139891908134	1.47885072947314	20.706814851259	5.35251668191079e-06	2.51962680015843e-05	"NOT"
"hsa-miR-125b-5p"	2.6769284288817	1.40828514491197	20.6206232865358	5.59897194620601e-06	2.63010530918417e-05	"UP"
"hsa-miR-548n"	1.07653620161915	1.02777383742481	20.5606344620513	5.77719559834452e-06	2.70370423515559e-05	"UP"
"hsa-miR-6132"	-0.712945575255752	1.21115530000404	20.5571030934145	5.78786283534713e-06	2.70370423515559e-05	"NOT"
"hsa-miR-556-3p"	0.698043670307221	1.56410138378271	20.555760188511	5.79192454668841e-06	2.70370423515559e-05	"NOT"
"hsa-miR-548j-3p"	-0.862761525056741	1.00602552578012	20.4473312696081	6.12949665288727e-06	2.85532385746999e-05	"NOT"
"hsa-miR-7160-5p"	-0.849687330437428	0.987303821314777	20.2290226329561	6.87026822034574e-06	3.1937463078364e-05	"NOT"
"hsa-miR-200b-5p"	-0.84307589393781	5.63165250053041	20.1004502468368	7.34793755588451e-06	3.40871128111157e-05	"NOT"
"hsa-miR-5011-3p"	-0.654824639312516	1.27051217724813	20.0817626961602	7.42008715668817e-06	3.43505484106724e-05	"NOT"
"hsa-miR-454-3p"	-0.809929436260485	1.07792472389255	20.0469249895654	7.55649404872538e-06	3.49097534978305e-05	"NOT"
"hsa-miR-3922-5p"	1.0112572158492	1.06644216787421	19.9660075621564	7.88312007703273e-06	3.62749549000808e-05	"UP"
"hsa-miR-3683"	1.05169570636514	1.30095408854605	19.9656852481133	7.88444905252205e-06	3.62749549000808e-05	"UP"
"hsa-miR-8081"	-0.828745713810663	0.97800662186716	19.9417583202586	7.98373602920915e-06	3.66563321587509e-05	"NOT"
"hsa-miR-6770-5p"	1.02465481072935	1.0804285293992	19.9275049306548	8.04347735773406e-06	3.68549495325684e-05	"UP"
"hsa-miR-520a-3p"	0.897887646984087	1.27775957840882	19.9049629372905	8.13887685193434e-06	3.72158049916671e-05	"NOT"
"hsa-miR-614"	0.911778987228428	1.01034472954886	19.8206028038077	8.50608681802188e-06	3.88155308675447e-05	"NOT"
"hsa-miR-4427"	0.620011671766793	1.85689378966112	19.7746305671199	8.71315434823926e-06	3.96794564616354e-05	"NOT"
"hsa-miR-3653-3p"	1.00221318996782	1.05711454527791	19.7673732434614	8.74630209165066e-06	3.97494542214042e-05	"UP"
"hsa-miR-508-3p"	-0.78904159896019	1.09071545899961	19.6237309925425	9.42907601207678e-06	4.2765545563902e-05	"NOT"
"hsa-miR-154-5p"	0.536236767258241	7.08516078146977	19.5691567756337	9.70229455853443e-06	4.3915649054419e-05	"NOT"
"hsa-miR-577"	0.574765812966726	2.0256410092643	19.4961555250532	1.00802356286683e-05	4.55341552842472e-05	"NOT"
"hsa-miR-676-5p"	0.939034289406136	1.16685229025867	19.4737789507238	1.01990173093713e-05	4.59778280317628e-05	"NOT"
"hsa-miR-4763-5p"	0.803232321058964	1.33460954646008	19.4272463537847	1.04505460134321e-05	4.70169434326645e-05	"NOT"
"hsa-miR-4724-5p"	0.82590647489317	1.36472368310879	19.3997429456012	1.06021329308089e-05	4.76031510708607e-05	"NOT"
"hsa-miR-548ao-5p"	1.14198750688948	1.37174169335835	19.3727292643797	1.0753169834248e-05	4.8184544587933e-05	"UP"
"hsa-miR-374b-5p"	-0.855656921417205	0.990683627876426	19.1477759174473	1.20978386947558e-05	5.41015346429479e-05	"NOT"
"hsa-miR-4680-5p"	0.618797712238334	6.52816829420422	19.1312760964465	1.2202872672832e-05	5.44623219490065e-05	"NOT"
"hsa-miR-617"	1.53226859024413	3.78078143356385	19.0272331301278	1.28866096971784e-05	5.7399321280659e-05	"UP"
"hsa-miR-34a-3p"	0.892729847723288	1.19382636075601	18.8625440361383	1.40484201047141e-05	6.24498356941167e-05	"NOT"
"hsa-miR-3200-3p"	-0.826315242525375	0.990944506336639	18.8036456543985	1.44889906818022e-05	6.42805221518051e-05	"NOT"
"hsa-miR-517a-3p"	0.277153177402366	3.35646211236304	18.7898968058662	1.45938166077707e-05	6.46173741286641e-05	"NOT"
"hsa-miR-302b-3p"	0.950095600635673	1.12642361937309	18.7367862893943	1.50059538682043e-05	6.63108949591006e-05	"NOT"
"hsa-miR-125b-2-3p"	-0.601928450293055	1.34275913415197	18.7080396218771	1.52338833558196e-05	6.71853317231016e-05	"NOT"
"hsa-miR-19b-2-5p"	0.435456949462158	7.10382472229829	18.6207393923332	1.5947617281274e-05	7.01946303955289e-05	"NOT"
"hsa-miR-6892-5p"	1.01241144999843	1.04118303459637	18.5709949821735	1.63692335652593e-05	7.19088531471903e-05	"UP"
"hsa-miR-208b-5p"	-0.397264413668511	5.71108588394164	18.4492078472874	1.74493350481369e-05	7.65033591522238e-05	"NOT"
"hsa-miR-3136-5p"	-0.244747312436459	3.48980080260308	18.2845478159861	1.90244086023562e-05	8.32457487962199e-05	"NOT"
"hsa-miR-4671-5p"	-0.793820332662675	1.0458750559705	17.9949938619911	2.21486671446345e-05	9.67273822957085e-05	"NOT"
"hsa-miR-590-5p"	0.524269755577032	4.69805943739943	17.9175962435681	2.30678453925805e-05	0.000100545228650702	"NOT"
"hsa-miR-124-3p"	0.928744904215868	1.12736482560487	17.8978274685888	2.33087036475889e-05	0.000101397395634258	"NOT"
"hsa-miR-425-3p"	0.9592915186286	1.02965312410034	17.7912588124337	2.46513175740177e-05	0.000107029798243696	"NOT"
"hsa-miR-3663-5p"	-0.799342368934645	1.03751061149516	17.7530837768838	2.51509478021392e-05	0.000108987440475936	"NOT"
"hsa-miR-3145-5p"	0.536835001854151	7.37362230205224	17.7141413694217	2.56711077536116e-05	0.000111026299684866	"NOT"
"hsa-miR-30a-3p"	0.92016899789671	1.13136628379609	17.6608864173018	2.63999880832394e-05	0.000113958249718385	"NOT"
"hsa-miR-5696"	0.939922367342588	1.05060529843839	17.4687568875393	2.92068262339687e-05	0.000125831336144805	"NOT"
"hsa-miR-3137"	1.37659101721104	1.2410833006345	17.3462000393463	3.11520529377024e-05	0.00013395382763212	"UP"
"hsa-miR-4704-3p"	0.810695511563291	1.27327528917146	17.2982860265612	3.19474884083232e-05	0.000137110526067199	"NOT"
"hsa-miR-1287-5p"	0.951729136256237	1.0640609543392	17.1087089825929	3.53000637166438e-05	0.00015099052128891	"NOT"
"hsa-miR-3915"	0.748255559488487	1.30990202004428	17.1078164810782	3.53166559186494e-05	0.00015099052128891	"NOT"
"hsa-miR-1298-5p"	0.811510885763333	5.03204290617989	17.0842412549778	3.57577849553194e-05	0.000152584746488729	"NOT"
"hsa-miR-450b-5p"	0.913161560453999	1.11475525818739	17.0091987328676	3.71991619538701e-05	0.000158433002150197	"NOT"
"hsa-miR-657"	0.961540500191434	1.48285926629947	16.9297565306219	3.87887480970832e-05	0.000164889050846156	"NOT"
"hsa-miR-760"	0.850350299080734	1.00157590132028	16.8510215066	4.04315624548485e-05	0.000171546439561748	"NOT"
"hsa-miR-4999-5p"	0.861427097683666	1.16410303550535	16.7478865420147	4.26897898614911e-05	0.000180784791913436	"NOT"
"hsa-miR-548t-5p"	0.77129217309742	1.26336050687888	16.7236006081391	4.32397419309215e-05	0.00018276760483467	"NOT"
"hsa-miR-3190-3p"	0.916011620155525	1.03686503723242	16.6654920724698	4.45846892673641e-05	0.000188096915475144	"NOT"
"hsa-miR-133a-3p"	0.812531339321926	1.22480122641144	16.5904891344936	4.63830423341058e-05	0.000195315409904069	"NOT"
"hsa-miR-578"	0.74052957070009	1.40123772180275	16.5244861971315	4.80258459475752e-05	0.000201852991614245	"NOT"
"hsa-miR-603"	0.862743362415784	1.21020575539743	16.3954870005352	5.14074823939469e-05	0.000215660657847777	"NOT"
"hsa-miR-3685"	0.911367009639705	1.04576485758325	16.3200672480666	5.34944515065447e-05	0.00022372288618493	"NOT"
"hsa-miR-3155b"	0.737114902368273	1.29589820865718	16.3188295177182	5.35294025531921e-05	0.00022372288618493	"NOT"
"hsa-miR-5000-3p"	0.894058847105699	1.10262742661384	16.2937034924859	5.4243897309924e-05	0.00022628610892722	"NOT"
"hsa-miR-1267"	-0.393798412892777	2.11951302983013	16.2448070450114	5.56619485054972e-05	0.000231769305136484	"NOT"
"hsa-miR-552-5p"	0.931267951494734	1.01648781821708	16.1831417887679	5.75035920533308e-05	0.00023899262422165	"NOT"
"hsa-miR-1248"	0.433539209605056	4.99578733326618	16.0763775428509	6.0838222407409e-05	0.000252382681452628	"NOT"
"hsa-miR-30d-3p"	0.779691861395472	1.30671627396143	15.9771372801275	6.41120787581934e-05	0.00026547149648763	"NOT"
"hsa-miR-4419b"	0.612830713471345	1.74942771597852	15.7569378977171	7.20233157044452e-05	0.00029767862091523	"NOT"
"hsa-miR-218-1-3p"	0.831944668614595	1.01342572716127	15.7213976390952	7.33892487785253e-05	0.000302764502340927	"NOT"
"hsa-miR-513a-3p"	-0.717967178672699	1.0887382382234	15.6269447609021	7.71474146116818e-05	0.000317682539726925	"NOT"
"hsa-miR-4798-5p"	0.87438093940807	1.03902737890944	15.5841311255263	7.89141143681049e-05	0.000324360220086549	"NOT"
"hsa-miR-3919"	0.679698466659695	2.13026579242854	15.5687057741904	7.9560566340926e-05	0.000326417296033597	"NOT"
"hsa-miR-6837-3p"	0.910066354436402	1.14625825603548	15.5537809583162	8.01911126492347e-05	0.000328401699420675	"NOT"
"hsa-miR-627-3p"	0.843410219407362	1.16637793122489	15.5058786772616	8.22490637977229e-05	0.000336213723312081	"NOT"
"hsa-miR-374b-3p"	-0.663516833821716	0.956835827805724	15.5011091626681	8.24568557118841e-05	0.000336448046298855	"NOT"
"hsa-miR-4772-3p"	-0.59708822492677	1.25226239629629	15.4912278365641	8.28890344550181e-05	0.000337595411733006	"NOT"
"hsa-miR-140-5p"	1.03310500824847	1.60817191343289	15.4676561561881	8.39292125593098e-05	0.000341210398695667	"UP"
"hsa-miR-4693-3p"	0.786223588628706	1.0003199118677	15.3620515429789	8.87529970927099e-05	0.000360166427403447	"NOT"
"hsa-miR-656-3p"	-0.65992032558607	0.956058993970678	15.3488431686335	8.93756357391064e-05	0.000362036089696815	"NOT"
"hsa-miR-939-5p"	0.40314667578957	3.53131121037934	15.3020037749095	9.16192749056756e-05	0.000370453343018247	"NOT"
"hsa-miR-3150b-3p"	0.831627840267547	1.00796334435768	15.2288602034477	9.52368114357623e-05	0.000384385397780441	"NOT"
"hsa-miR-362-3p"	-0.346530180468314	2.66664121999591	15.1138953656775	0.000101215531362	0.000407780050676453	"NOT"
"hsa-miR-6745"	0.86808394418695	1.04886188310611	15.0676905677565	0.00010372353475194	0.000417132776448449	"NOT"
"hsa-miR-3183"	0.84379397034509	1.11956922152269	15.0200227118405	0.000106376526567415	0.00042703395584334	"NOT"
"hsa-miR-1277-3p"	1.18509234355175	1.16298399747979	14.9918770950936	0.000107974952728993	0.000432673824914029	"UP"
"hsa-miR-519c-3p"	-0.757942375490342	1.0300955127349	14.9635960017899	0.000109605423994464	0.000438421695977856	"NOT"
"hsa-miR-136-3p"	0.971453636498592	1.05595572811295	14.7897961853721	0.000120184055417185	0.000479877764130047	"NOT"
"hsa-miR-3940-5p"	0.668131648834948	1.57279825739957	14.7620699468441	0.00012196427863911	0.000486117873506327	"NOT"
"hsa-miR-635"	-0.480507057455256	1.96812414236967	14.7478817147055	0.000122885508177592	0.000488198684629809	"NOT"
"hsa-miR-1234-3p"	0.527085272037089	2.49902654909859	14.7473063419357	0.000122923014063767	0.000488198684629809	"NOT"
"hsa-miR-586"	0.725805585448848	2.94189021346525	14.7302849848979	0.000124037785781094	0.000491752640082492	"NOT"
"hsa-miR-942-5p"	0.36988529968596	4.96022232326815	14.6175921066225	0.00013167955646656	0.000521124757980936	"NOT"
"hsa-miR-2682-3p"	0.738011891561442	1.26574376174449	14.6003746429271	0.000132888122418115	0.000524978518952129	"NOT"
"hsa-miR-642a-3p"	-0.659521705798376	1.13460253672829	14.5832155605184	0.000134103701592276	0.000528846343492646	"NOT"
"hsa-miR-320b"	0.790069319550511	1.16877668649407	14.5740146848908	0.000134760112033855	0.00053049931427412	"NOT"
"hsa-miR-4642"	0.799756420584976	1.16381821974088	14.5556788252762	0.000136077894864433	0.000534745470855661	"NOT"
"hsa-miR-6733-5p"	-0.731004197849905	1.02675629568877	14.4889472330578	0.000140984336711875	0.000553054345417108	"NOT"
"hsa-miR-4433b-5p"	-0.433661529821847	0.942142601966951	14.464374172769	0.000142835613400377	0.000559335256678182	"NOT"
"hsa-miR-4758-3p"	0.768898391224437	1.20422378567051	14.4355215697021	0.000145040569544778	0.000566976771856858	"NOT"
"hsa-miR-8076"	0.830379792147599	1.01743477894458	14.4285585965716	0.000145577803543922	0.000568083715050975	"NOT"
"hsa-miR-339-5p"	-0.541754322610225	2.63851160762206	14.3544010272126	0.000151425319123401	0.000589872845923215	"NOT"
"hsa-miR-1224-5p"	0.807269530102531	1.13994842344966	14.2662843669377	0.000158681902550594	0.000617065624527179	"NOT"
"hsa-miR-6715b-3p"	0.533896801874281	1.78222072577296	14.235667075764	0.000161284454276762	0.000626097291254931	"NOT"
"hsa-miR-1249-5p"	-0.475039198474313	1.48708931779864	14.2043534251113	0.00016399067332509	0.000635499385710399	"NOT"
"hsa-miR-548j-5p"	0.394205543008782	2.82936494772063	14.1168552425761	0.000171797455942656	0.000664600538906191	"NOT"
"hsa-miR-7151-3p"	-0.724838018122352	0.995546041623415	14.0438007324032	0.000178601612181929	0.000689729196612769	"NOT"
"hsa-miR-2277-3p"	0.807288473862703	1.74902972617604	13.9871958710278	0.000184059813166074	0.000709582314205763	"NOT"
"hsa-miR-7151-5p"	0.685188130020031	0.987249752817491	13.9572682050801	0.00018701321864288	0.000719727292401857	"NOT"
"hsa-miR-541-5p"	-0.506626117422478	1.59713486812104	13.7567429470357	0.000208072566140735	0.000799399068540695	"NOT"
"hsa-miR-632"	0.477668743986163	2.20968797071134	13.7339822297781	0.000210609172455354	0.000807756620257585	"NOT"
"hsa-miR-934"	0.817253578741841	1.09533166621614	13.7192368993619	0.000212269098281962	0.000812728944791897	"NOT"
"hsa-miR-6774-5p"	0.565618747334851	2.601310100854	13.6745295904866	0.00021738294631732	0.000829613954961324	"NOT"
"hsa-miR-6734-3p"	0.786608652568254	1.00567852780305	13.674199268635	0.000217421188554265	0.000829613954961324	"NOT"
"hsa-miR-513b-5p"	0.767861562208358	1.15489758180236	13.6501810437181	0.000220220085745546	0.000838515487783249	"NOT"
"hsa-miR-3619-5p"	1.45304833153331	1.14884361910155	13.6477612694312	0.000220504072815989	0.000838515487783249	"UP"
"hsa-miR-6815-3p"	0.814730418668528	1.0407797318512	13.3746914676528	0.00025504258089367	0.000968209186550503	"NOT"
"hsa-miR-4432"	-0.510167758790988	1.77656591977946	13.2765590172182	0.000268745307563875	0.00101849916561496	"NOT"
"hsa-miR-3135a"	0.356623938604243	5.57438576723335	13.1989853075186	0.000280100729498104	0.0010597381237864	"NOT"
"hsa-miR-4804-5p"	0.783932285368532	1.12543302655851	13.1179768716815	0.000292475703124679	0.00110468863545064	"NOT"
"hsa-miR-4536-3p"	-0.601526241079552	0.955542555541332	13.0735850728911	0.000299489365143228	0.00112927187261426	"NOT"
"hsa-miR-6782-3p"	-0.619267609566236	1.14727129595548	12.9983937361689	0.000311758295236161	0.00117355479486205	"NOT"
"hsa-miR-139-3p"	-0.736379325052693	1.10369185604384	12.946093817464	0.000320589726360675	0.00120477080360079	"NOT"
"hsa-miR-3131"	0.554128107248567	1.46321423681466	12.8451192227924	0.000338360651241774	0.00126942016137014	"NOT"
"hsa-miR-6507-3p"	-0.407859992949893	1.64284835207765	12.8407450742743	0.000339152540252921	0.0012702597655034	"NOT"
"hsa-miR-2116-3p"	-0.470565121732933	1.43617129236959	12.7770851477026	0.000350891266659081	0.00131202821446439	"NOT"
"hsa-miR-4709-5p"	0.791648579229412	1.04325141316216	12.669537491328	0.000371661458601089	0.00138737065347585	"NOT"
"hsa-miR-3194-5p"	1.46233728923574	1.14287688304367	12.5651187334108	0.00039301377393415	0.00146463133086127	"UP"
"hsa-miR-5697"	-0.575543248362469	0.954022178741059	12.5536022202371	0.000395443277512233	0.00147123322548644	"NOT"
"hsa-miR-6842-5p"	-0.685056311245373	0.993195013392794	12.5159646567792	0.000403489407839134	0.0014986749434025	"NOT"
"hsa-miR-6865-5p"	0.868553660503134	1.14442588361038	12.480116925164	0.000411306451843528	0.00152517616305494	"NOT"
"hsa-miR-550a-3p"	0.782298989014779	1.07173095462548	12.3105468099393	0.000450406004165114	0.00166739706177681	"NOT"
"hsa-miR-610"	0.711211293372402	1.25371898953275	12.2800636648749	0.000457822752507132	0.00169205235472057	"NOT"
"hsa-miR-301a-5p"	0.579038746009081	3.7412945576861	12.2682289437996	0.000460735321282235	0.00170000689502818	"NOT"
"hsa-miR-4715-3p"	0.768043723914112	1.09621146531836	12.2641047384425	0.000461754690977872	0.00170096126693002	"NOT"
"hsa-miR-3145-3p"	0.76857343851067	1.08726145717159	12.1934943752731	0.000479564661895761	0.00176366214473507	"NOT"
"hsa-miR-378g"	0.58242341643635	0.974486835092344	12.1866149180078	0.00048133650367009	0.00176727162923862	"NOT"
"hsa-miR-466"	0.251141102901375	3.16424294411453	12.157338406219	0.000488951019342476	0.00179228603155701	"NOT"
"hsa-miR-3149"	0.748274449698232	1.12154349169555	12.1062967196132	0.000502518381083774	0.00183900343715764	"NOT"
"hsa-miR-219a-2-3p"	0.681312848745542	0.989435676800255	12.0868337919503	0.000507791328736624	0.00185526374355407	"NOT"
"hsa-miR-4425"	-0.537618213220565	1.72545539905494	12.0329174797912	0.000522691995853953	0.00190658940086369	"NOT"
"hsa-miR-5704"	-0.668897446837288	0.993958759694614	11.9899364586428	0.000534886136194209	0.00194789153180823	"NOT"
"hsa-miR-3161"	0.365647754546668	4.36696843732315	11.9652225060081	0.000542027360746584	0.0019706880953323	"NOT"
"hsa-miR-520h"	0.921184034957473	1.03405245056546	11.9559380091158	0.000544734968670838	0.00197731719147402	"NOT"
"hsa-miR-2114-5p"	0.277721373751441	9.54357515830769	11.919151570218	0.000555597790804546	0.00201347919001453	"NOT"
"hsa-miR-7845-5p"	0.769879449953047	1.06650709529436	11.6378744747536	0.000646224028576913	0.00233811800630741	"NOT"
"hsa-miR-5581-3p"	-0.590681865820271	0.95994589595516	11.6267355657856	0.000650105510419648	0.00234836174684707	"NOT"
"hsa-miR-548ag"	0.734110885535305	1.01545631002015	11.622231585765	0.000651681652124586	0.00235025834540415	"NOT"
"hsa-miR-6765-5p"	0.704495133066239	1.00614064271923	11.5387338597934	0.000681610445097761	0.00245423664289629	"NOT"
"hsa-miR-381-3p"	1.01676316682322	1.08036136256068	11.5178494060855	0.000689310899387384	0.00247797294377844	"UP"
"hsa-miR-4443"	0.993738505857871	1.26184204871275	11.5105302343177	0.000692030349219602	0.00248375579591497	"NOT"
"hsa-miR-6501-5p"	0.745570073422996	1.03026820984187	11.4678915672157	0.000708089699858648	0.00253732142449349	"NOT"
"hsa-miR-6873-3p"	0.74642027272913	1.07696785977778	11.345761938363	0.000756203380801681	0.0027053932151561	"NOT"
"hsa-miR-193a-5p"	0.256466781048106	5.9268451268629	11.2146211361535	0.000811553762716998	0.00289877669877829	"NOT"
"hsa-miR-152-3p"	0.69868436665346	1.00502235960015	11.1903744073034	0.000822227524442163	0.00293221809354494	"NOT"
"hsa-miR-6810-5p"	0.686981568077904	1.00404770896817	11.1565649086546	0.000837348258759538	0.00298138647545594	"NOT"
"hsa-miR-5193"	0.69369288467257	1.29367095115294	11.1416089595954	0.000844126423861349	0.00300074194555481	"NOT"
"hsa-miR-320d"	0.371188703756035	5.8464688800292	10.8235293885775	0.00100218264290563	0.00355266382350368	"NOT"
"hsa-miR-6792-5p"	0.697595985599133	1.13475032166012	10.8228268268554	0.00100256300207103	0.00355266382350368	"NOT"
"hsa-miR-6751-5p"	0.696136151164908	1.12857298352237	10.8013829168052	0.00101424299808564	0.00358836605018907	"NOT"
"hsa-miR-548w"	1.01364126812743	2.21866336873287	10.7816460136246	0.00102511482226619	0.0036211006991899	"UP"
"hsa-miR-4758-5p"	0.58369277717563	0.978331515477915	10.7700498124339	0.00103155733335244	0.00363811072141333	"NOT"
"hsa-miR-3937"	0.454576850829713	1.68116739836219	10.752400616542	0.00104144139560361	0.00366718576467663	"NOT"
"hsa-miR-4785"	-0.597754159479442	0.967767797952641	10.7444792882314	0.0010459086596804	0.00367712541359337	"NOT"
"hsa-miR-3158-5p"	0.334914285289591	2.41813572455588	10.699709968176	0.00107152331261414	0.00376126550550269	"NOT"
"hsa-miR-6827-5p"	0.678953502408173	1.00500949467993	10.6456401157977	0.00110330688580265	0.00386676206372215	"NOT"
"hsa-miR-4645-5p"	-0.624167138151421	1.05152979203578	10.6160074069195	0.00112112856974256	0.00392307274169697	"NOT"
"hsa-miR-429"	-0.616732096362601	1.05956139057031	10.6020536435112	0.001129621214028	0.00394661411651034	"NOT"
"hsa-miR-7161-5p"	0.585199602676743	0.981331375859211	10.4813089711796	0.00120588288857906	0.00420648071585459	"NOT"
"hsa-let-7b-3p"	0.722339851440967	1.11692459149204	10.4684308286355	0.00121431819358997	0.00422930760259686	"NOT"
"hsa-miR-4646-5p"	0.713664458709554	1.05729724530879	10.3565410567533	0.00129016717032614	0.00448649112418236	"NOT"
"hsa-miR-203b-5p"	0.702685981993831	1.02852065137867	10.3439033769975	0.0012990301807374	0.00451029733560376	"NOT"
"hsa-miR-21-5p"	2.20110226905393	17.9254024406482	10.2547547105273	0.00136332759622582	0.00472620233358283	"UP"
"hsa-miR-145-5p"	-1.10987504043142	15.5902753422991	10.2241182439239	0.00138615994186034	0.00479791583591287	"DOWN"
"hsa-miR-1294"	0.324407803107393	2.99328757004387	10.1713624236827	0.0014263883378813	0.00492952754791745	"NOT"
"hsa-miR-522-3p"	0.449831732911276	1.6905341625673	10.1564825913349	0.00143794708944232	0.00496180508023614	"NOT"
"hsa-miR-5187-3p"	0.492271204743395	0.969740135795453	10.1361597115421	0.00145388743233659	0.00500907904268816	"NOT"
"hsa-miR-3591-5p"	0.711748333006839	1.03231363421556	10.1281753015653	0.00146019889254976	0.00502308419037119	"NOT"
"hsa-miR-5089-5p"	0.664911459252153	1.47853790408045	10.083677142939	0.00149588515302812	0.00513794040272025	"NOT"
"hsa-miR-20b-3p"	0.70508456881094	1.0901416644637	10.0648429029835	0.00151125451323507	0.00518276854538898	"NOT"
"hsa-miR-616-5p"	0.296852120068149	3.94685757927226	10.0288557278086	0.0015410674301316	0.00527691695830669	"NOT"
"hsa-miR-4756-3p"	0.700158704719416	1.03728319476906	10.0164208452284	0.00155150677716413	0.00530453999042659	"NOT"
"hsa-miR-1912"	0.650018832487111	1.53642620929145	9.95411027249406	0.00160490671406888	0.00547873498115728	"NOT"
"hsa-miR-5590-3p"	0.682579042335546	1.01150328500718	9.87551159573007	0.00167493019247796	0.00570906083899499	"NOT"
"hsa-miR-548a-5p"	0.770261703203076	1.01939901818072	9.79187273385912	0.00175284855518871	0.00596555459574118	"NOT"
"hsa-miR-576-5p"	0.389844521318013	7.88384201450309	9.73467971072614	0.00180823520942074	0.00614470201863947	"NOT"
"hsa-miR-4772-5p"	0.688199820371902	1.07366196918961	9.71936597286287	0.0018233640778696	0.0061867102854574	"NOT"
"hsa-miR-3169"	-0.368527215682258	3.96614092178882	9.64930142051185	0.00189423608075833	0.00641744223723579	"NOT"
"hsa-miR-1305"	0.504168772168633	1.3804277556663	9.63659932709788	0.00190738049504583	0.00645219786221254	"NOT"
"hsa-miR-629-3p"	0.651369566613126	1.17734510884689	9.45201733399097	0.00210916993603106	0.00712402413438891	"NOT"
"hsa-miR-3163"	-0.277729316282258	5.02370087532596	9.28946455945606	0.00230475517235031	0.00777289979694613	"NOT"
"hsa-miR-1301-5p"	0.643939303633693	1.12907408691774	9.26857414649646	0.00233119113125487	0.00785021591790044	"NOT"
"hsa-miR-5692a"	0.557744389882814	0.981475856168624	9.26145896190332	0.00234026517026629	0.00786892168528635	"NOT"
"hsa-miR-7702"	0.672938603880496	1.04621254240974	9.25018132710034	0.00235472108413782	0.00790564015635462	"NOT"
"hsa-miR-4485-5p"	0.663108563787949	1.02204126295387	9.2409632038719	0.00236660434550012	0.00793362416272603	"NOT"
